,Feature,POS,KiC,SiC,PeiC,ZiC,Di_Freq,Sum_Zjc,Di_Uniq,DBDi,SenticNet
18,time,NN,-1,5,-0.2,2619,0.004722203189966355,6150,0.42585365853658536,0.002010967504800306,0.861
19,Nikon,NNP,2,2,1.0,70,0.00012621390733014314,75,0.9333333333333333,0.00011779964684146693,
20,Coolpix,NNP,1,1,1.0,9,1.62275023710184e-05,9,1.0,1.62275023710184e-05,
21,best,JJS,15,15,1.0,632,0.0011395312776092922,1595,0.3962382445141066,0.000451525873008823,0.167
22,feature,NNS,0,4,0.0,761,0.001372125478260556,2592,0.2935956790123457,0.0004028501114800475,0.103
23,charge,VBN,0,4,0.0,888,0.0016011135672738157,1108,0.8014440433212996,0.0012832029311725165,0.147
24,separately,RB,1,1,1.0,19,3.4258060561038846e-05,49,0.3877551020408163,1.3283737768566082e-05,
25,-lrb-,JJ,0,6,0.0,2722,0.0049079179393235655,5770,0.47175043327556326,0.002315312414356802,
26,oppose,VBN,1,1,1.0,17,3.065194892303476e-05,38,0.4473684210526316,1.3712713991883973e-05,-0.04
27,pair,NNS,2,2,1.0,312,0.0005625534155286379,328,0.9512195121951219,0.0005351117855028507,0.713
28,-rrb-_VBP,VBP,1,1,1.0,97,0.00017489641444319833,234,0.41452991452991456,7.249979573072752e-05,
29,get,VBZ,30,188,0.1595744680851064,5048,0.00910182577432232,10920,0.4622710622710623,0.004207510669302113,0.833
30,just,RB,46,166,0.27710843373493976,3175,0.005724702225331492,6395,0.49648162627052383,0.002842209470747066,0.115
31,right,JJ,-2,4,-0.5,805,0.001451459934296646,1569,0.5130656469088591,0.0007446942301521988,0.926
32,amount,NN,0,2,0.0,130,0.0002343972564702658,358,0.36312849162011174,8.511632218194009e-05,0.121
33,short,JJ,0,4,0.0,247,0.00044535478729350504,440,0.5613636363636364,0.0002500059828670358,-0.74
34,hour,NN,0,4,0.0,788,0.001420807985373611,1731,0.45522819179664936,0.0006467918500718692,0.093
35,great,JJ,93,117,0.7948717948717948,2724,0.00491152405096157,4759,0.5723891573860055,0.002811303113010993,0.857
36,as,RB,4,6,0.6666666666666666,1031,0.001858950549391108,2196,0.46948998178506374,0.0008727586595729655,
37,well,RB,1,1,1.0,1508,0.0027190081750550835,2988,0.5046854082998661,0.0013722437509983486,0.719
38,do,VBP,-89,243,-0.3662551440329218,8626,0.015553159494711637,20318,0.42454966039964565,0.006603088581621349,0.846
39,not,RB,-25,139,-0.17985611510791366,13744,0.0247811991763641,30450,0.45136288998357965,0.011185313677502404,
40,overly,RB,1,1,1.0,14,2.5242781466028627e-05,29,0.4827586206896552,1.2186170362910372e-05,-0.03
41,warm,JJ,1,1,1.0,51,9.195584676910428e-05,69,0.7391304347826086,6.796736500325098e-05,0.12
42,either.overall,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
43,good,JJ,12,46,0.2608695652173913,2363,0.004260620900301832,4452,0.5307726864330637,0.002261421201126062,0.849
44,price,NN,3,29,0.10344827586206896,1498,0.0027009776168650627,2269,0.6602027324812693,0.0017831928030250612,0.104
45,have,VBP,61,1019,0.05986261040235525,16481,0.029716162952972698,37116,0.44404030606746414,0.013195174092788637,0.713
46,high,JJ,1,5,0.2,476,0.0008582545698449732,771,0.6173800259403373,0.0005298692285943025,0.085
47,drain,NN,1,1,1.0,44,7.933445603608996e-05,63,0.6984126984126984,5.5408191517269175e-05,-0.04
48,device,NN,-4,16,-0.25,867,0.0015632493950747727,984,0.8810975609756098,0.0013773752291969797,0.08
49,Kodak,NNP,0,2,0.0,40,7.212223276008178e-05,47,0.851063829787234,6.138062362560152e-05,
50,k2000,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
51,keep,VB,0,10,0.0,735,0.0013252460269665028,1651,0.4451847365233192,0.000589979303343658,0.102
52,play,VBG,-1,3,-0.3333333333333333,909,0.0016389777394728586,2331,0.38996138996138996,0.0006391380374006128,0.688
53,excellent,JJ,31,37,0.8378378378378378,438,0.0007897384487228955,833,0.5258103241296519,0.00041525262970063415,0.744
54,-rrb-,JJ,-1,5,-0.2,3238,0.005838294741928621,6776,0.47786304604486424,0.0027899053090857254,
55,super,RB,3,3,1.0,128,0.0002307911448322617,186,0.6881720430107527,0.00015882401364800808,0.263
56,fast,RB,3,5,0.6,457,0.0008239965092839344,772,0.5919689119170984,0.0004877803170242979,0.145
57,stop,VBZ,-1,3,-0.3333333333333333,544,0.0009808623655371124,920,0.591304347826087,0.0005799881813610752,-0.86
58,love,VBP,63,129,0.4883720930232558,723,0.0013036093571384784,1879,0.3847791378392762,0.0005016016845189568,0.83
59,unit,NN,-13,41,-0.3170731707317073,1666,0.0030038909944574066,1823,0.913878222709819,0.0027451905632287655,0.048
60,wall,NN,1,1,1.0,207,0.00037323255453342323,302,0.6854304635761589,0.0002558249628755583,0.05
61,unruly,JJ,1,1,1.0,1,1.8030558190020446e-06,3,0.3333333333333333,6.010186063340148e-07,-0.74
62,cord,NNS,1,3,0.3333333333333333,581,0.001047575430840188,592,0.981418918918919,0.0010281103468211981,-0.79
63,Sony,NNP,-1,21,-0.047619047619047616,712,0.0012837757431294558,812,0.8768472906403941,0.001125675282152922,
64,digital,JJ,1,5,0.2,484,0.0008726790163969896,714,0.6778711484593838,0.0005915639270814327,-0.04
65,only,RB,-9,39,-0.23076923076923078,2547,0.004592383170998208,5127,0.4967817437097718,0.0022814121194719007,-0.76
66,take,VBZ,14,34,0.4117647058823529,1791,0.003229272971832662,3678,0.48694942903752036,0.0015724926298402114,0.102
67,aa,NN,0,2,0.0,41,7.392528857908383e-05,41,1.0,7.392528857908383e-05,
68,so,RB,1,49,0.02040816326530612,3403,0.006135798952063958,7301,0.4661005341734009,0.002859899169137604,
69,always,RB,6,10,0.6,441,0.0007951476161799017,992,0.44455645161290325,0.0003534880027573958,
70,set,NNS,3,13,0.23076923076923078,1123,0.002024831684739296,1806,0.6218161683277962,0.0012590730797133053,0.143
71,spare,JJ,2,2,1.0,86,0.00015506280043417584,102,0.8431372549019608,0.00013073922389548158,0.838
72,case,NN,-14,22,-0.6363636363636364,751,0.0013540949200705355,1078,0.6966604823747681,0.0009433444201975623,
73,even,RB,-11,15,-0.7333333333333333,1839,0.0033158196511447603,4183,0.4396366244322257,0.0014577557586553226,
74,sony,NN,3,3,1.0,83,0.0001496536329771697,83,1.0,0.0001496536329771697,
75,come,VBD,-2,14,-0.14285714285714285,1478,0.002664916500485022,2857,0.5173258662933147,0.0013786302372127627,0.084
76,camera.Highly,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
77,recommend,VBD,7,13,0.5384615384615384,1029,0.001855344437753104,2055,0.5007299270072992,0.0009290264848895104,0.774
78,greeting,NNS,1,1,1.0,2,3.6061116380040892e-06,15,0.13333333333333333,4.808148850672119e-07,0.773
79,also,RB,-2,6,-0.3333333333333333,1499,0.002702780672684065,3484,0.43025258323765786,0.0011628783663471334,
80,k6000,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
81,NiMH,NNP,1,1,1.0,7,1.2621390733014313e-05,7,1.0,1.2621390733014313e-05,
82,minute,NNS,0,2,0.0,707,0.0012747604640344456,1244,0.5683279742765274,0.0007244820322125026,0.093
83,problem,NN,-1,7,-0.14285714285714285,2309,0.004163255886075721,5190,0.44489402697495184,0.0018522076764833988,-0.88
84,carry,VB,1,1,1.0,237,0.0004273242291034846,293,0.8088737201365188,0.00034565133889940565,0.075
85,yet,RB,1,3,0.3333333333333333,283,0.0005102647967775787,726,0.38980716253443526,0.00019890487257307818,
86,bye,NN,1,1,1.0,7,1.2621390733014313e-05,14,0.5,6.310695366507157e-06,0.85
87,use,VBN,20,118,0.1694915254237288,5493,0.00990418561377823,12957,0.42394072702014357,0.00419878764964759,0.053
88,recharge,VBD,1,1,1.0,82,0.00014785057715816766,82,1.0,0.00014785057715816766,0.87
89,nearly,RB,-1,3,-0.3333333333333333,118,0.00021276058664224126,259,0.4555984555984556,9.693339468642651e-05,
90,already,RB,5,5,1.0,289,0.0005210831316915909,812,0.35591133004926107,0.00018545939046658838,0.713
91,show,VBZ,0,2,0.0,585,0.001054787654116196,1283,0.455962587685113,0.0004809437082291307,0.83
92,sign,NN,0,2,0.0,53,9.556195840710837e-05,204,0.25980392156862747,2.4827371546944823e-05,0.069
93,give,VBG,-5,21,-0.23809523809523808,1124,0.002026634740558298,2796,0.402002861230329,0.0008147129643732214,0.805
94,perfect,JJ,7,7,1.0,336,0.000605826755184687,551,0.6098003629764065,0.00036943337521244066,0.867
95,remote,JJ,1,1,1.0,290,0.000522886187510593,320,0.90625,0.0004738656074314749,0.039
96,control,NNS,2,2,1.0,406,0.0007320406625148301,727,0.5584594222833562,0.00040881500547595734,0.082
97,other,JJ,-8,34,-0.23529411764705882,2107,0.0037990386106373083,4873,0.4323825159039606,0.0016426378724836463,
98,hungry,JJ,1,1,1.0,3,5.409167457006134e-06,9,0.3333333333333333,1.8030558190020446e-06,-0.74
99,work,VBP,49,149,0.3288590604026846,5687,0.010253978442664628,10489,0.542187053103251,0.005559574354412598,-0.66
100,normal,JJ,1,1,1.0,137,0.0002470186472032801,250,0.548,0.00013536621866739752,0.134
101,far,RB,3,3,1.0,553,0.0009970898679081306,1312,0.4214939024390244,0.00042026729950700936,-0.82
102,life,NN,1,1,1.0,325,0.0005859931411756645,593,0.5480607082630692,0.00032115981599003537,0.933
103,span,NN,1,1,1.0,12,2.1636669828024536e-05,55,0.21818181818181817,4.720727962478081e-06,0.91
104,concerned,JJ,1,1,1.0,39,7.031917694107974e-05,80,0.4875,3.428059875877637e-05,-0.90
105,product,NN,-26,248,-0.10483870967741936,3108,0.005603897485458355,7970,0.38996235884567126,0.002185309082158666,0.23
106,anyone,NN,2,2,1.0,324,0.0005841900853566624,772,0.41968911917098445,0.00024517822235175986,
107,simpily,RB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
108,rechargable,JJ,1,1,1.0,13,2.343972564702658e-05,13,1.0,2.343972564702658e-05,
109,ever,RB,2,4,0.5,445,0.0008023598394559098,1169,0.3806672369546621,0.00030543210312906747,
110,own!but,RB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
111,slight,JJ,1,1,1.0,40,7.212223276008178e-05,57,0.7017543859649122,5.061209316496967e-05,-0.79
112,issue,NN,3,3,1.0,581,0.001047575430840188,1226,0.4738988580750408,0.000496444800422634,
113,reason,NN,0,6,0.0,404,0.0007284345508768261,855,0.47251461988304094,0.0003441959749172371,0.058
114,return,VB,-8,10,-0.8,987,0.001779616093355018,1591,0.6203645505971087,0.001104010737989568,0.107
115,something,NN,0,2,0.0,613,0.0011052732170482534,1350,0.4540740740740741,0.0005018759126300588,
116,else,RB,3,3,1.0,306,0.0005517350806146257,683,0.4480234260614934,0.0002471902410952789,0.856
117,different,JJ,0,2,0.0,615,0.0011088793286862574,1378,0.4462989840348331,0.0004948917178099044,0.037
118,ratings!the,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
119,1700mah,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
120,gps,NN,2,2,1.0,72,0.0001298200189681472,294,0.24489795918367346,3.179265770648503e-05,0.107
121,gmrs,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
122,radio,NNS,1,9,0.1111111111111111,658,0.0011864107289033454,670,0.982089552238806,0.001165161581520002,0.026
123,-lrb-_VBP,VBP,0,2,0.0,272,0.0004904311827685562,675,0.40296296296296297,0.00019762560253784784,
124,eat,VBZ,1,1,1.0,47,8.47436234930961e-05,91,0.5164835164835165,4.3768684661269416e-05,0.148
125,natually,RB,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
126,extra,JJ,2,2,1.0,374,0.0006743428763067648,618,0.6051779935275081,0.0004080974688328965,0.076
127,Max,NNP,1,1,1.0,9,1.62275023710184e-05,17,0.5294117647058824,8.591030667009742e-06,
128,K2000,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
129,same,JJ,4,6,0.6666666666666666,1170,0.002109575308232392,2188,0.5347349177330896,0.0011280635788994053,0.16
130,name,NN,0,2,0.0,205,0.00036962644289541914,625,0.328,0.00012123747326969748,
131,pretty,RB,-1,5,-0.2,538,0.0009700440306231001,1018,0.5284872298624754,0.0005126558825886325,0.878
132,look,VBZ,-8,34,-0.23529411764705882,1525,0.0027496601239781183,3159,0.4827477049699272,0.0013273921142977622,0.061
133,picture,NN,-2,10,-0.2,1133,0.0020428622429293167,1647,0.6879174256223437,0.0014053205350570224,0.084
134,rate,VBN,-2,4,-0.5,207,0.00037323255453342323,401,0.516209476309227,0.0001926661815172534,0.243
135,plan,VBG,0,2,0.0,173,0.00031192865668735375,541,0.3197781885397412,9.974798078911681e-05,0.083
136,rating,NNS,1,1,1.0,126,0.00022718503319425762,262,0.48091603053435117,0.00010925692436059718,0.673
137,datum,NNS,1,1,1.0,149,0.00026865531703130466,746,0.19973190348525469,5.365903785209704e-05,
138,incorrect.bottom,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
139,line,NN,2,2,1.0,546,0.0009844684771751163,1072,0.5093283582089553,0.0005014177131880724,0.778
140,all,RB,1,1,1.0,520,0.0009375890258810632,1101,0.47229791099000906,0.0004428213382907837,-0.76
141,need,VBP,39,55,0.7090909090909091,1725,0.003110271287778527,3827,0.4507447086490724,0.0014019383254293073,0.864
142,once,RB,3,3,1.0,348,0.0006274634250127115,686,0.5072886297376094,0.00031830506108516564,
143,go,VB,-7,19,-0.3684210526315789,2480,0.004471578431125071,5404,0.45891931902294597,0.0020520937285696105,0.772
144,gadget,NN,2,2,1.0,47,8.47436234930961e-05,53,0.8867924528301887,7.515000573916069e-05,0.055
145,freak,NN,1,1,1.0,12,2.1636669828024536e-05,21,0.5714285714285714,1.2363811330299734e-05,-0.87
146,test,VBP,-1,9,-0.1111111111111111,237,0.0004273242291034846,522,0.4540229885057471,0.00019401502355847865,0.829
147,many,JJ,-4,18,-0.2222222222222222,736,0.0013270490827855049,2396,0.3071786310517529,0.0004076411205885357,0.854
148,frequently,RB,1,1,1.0,68,0.00012260779569213905,146,0.4657534246575342,5.710500073332503e-05,0.087
149,hand,NNS,1,1,1.0,229,0.0004128997825514682,515,0.4446601941747573,0.0001836000974840509,0.67
150,down,RB,1,1,1.0,136,0.0002452155913842781,273,0.4981684981684982,0.00012215868288740594,-0.31
151,pleasantly,RB,1,1,1.0,18,3.24550047420368e-05,36,0.5,1.62275023710184e-05,-0.73
152,surprised,JJ,1,1,1.0,69,0.0001244108515111411,156,0.4423076923076923,5.502787662992779e-05,0.358
153,small,JJ,-1,5,-0.2,609,0.0010980609937722451,982,0.620162932790224,0.0006809767262803435,-0.11
154,larger,JJR,1,1,1.0,128,0.0002307911448322617,173,0.7398843930635838,0.0001707587661186676,0.829
155,appreciate,VBP,1,1,1.0,30,5.409167457006134e-05,100,0.3,1.62275023710184e-05,0.817
156,fact,NN,0,2,0.0,307,0.0005535381364336278,666,0.46096096096096095,0.00025515947129898457,0.91
157,one,NN,0,2,0.0,1296,0.0023367603414266498,2065,0.6276029055690072,0.0014665575798977907,-0.76
158,curl,VBN,1,1,1.0,13,2.343972564702658e-05,16,0.8125,1.9044777088209098e-05,0.071
159,much,RB,2,8,0.25,1442,0.0026000064910009484,3229,0.4465778878909879,0.0011611054072540625,0.091
160,less,JJR,-1,7,-0.14285714285714285,614,0.0011070762728672555,1067,0.5754451733833177,0.000637061697788655,-0.72
161,room,NN,2,2,1.0,457,0.0008239965092839344,638,0.7163009404388715,0.0005902294745184295,0.078
162,camera,NN,-20,34,-0.5882352941176471,1848,0.0033320471535157785,1976,0.9352226720647774,0.0031162060423568618,-0.02
163,bag,NN,0,4,0.0,274,0.0004940372944065602,290,0.9448275862068966,0.00046678006437033624,0.037
164,plus,NN,2,2,1.0,58,0.0001045772375021186,93,0.6236559139784946,6.522021263572988e-05,0.201
165,fold,NNS,2,2,1.0,106,0.00019112391681421674,109,0.9724770642201835,0.00018586362552575208,0.063
166,make,VBZ,9,17,0.5294117647058824,2159,0.0038927975132254143,5231,0.41273179124450393,0.0016066812905856757,0.082
167,more,RBR,5,9,0.5555555555555556,2078,0.0037467499918862487,5049,0.4115666468607645,0.00154203733078622,
168,compact,JJ,2,2,1.0,140,0.0002524278146602863,147,0.9523809523809523,0.00024040744253360597,0.846
169,likely,JJ,0,2,0.0,64,0.00011539557241613085,143,0.44755244755244755,5.164557087155507e-05,0.122
170,scratch,VB,1,1,1.0,109,0.00019653308427122288,186,0.5860215053763441,0.00011517261390087793,-0.09
171,store,VBN,1,1,1.0,516,0.000930376802605055,740,0.6972972972972973,0.0006487492299246059,0.669
172,away,RB,1,1,1.0,507,0.0009141493002340367,927,0.5469255663430421,0.0004999716237525962,-0.79
173,pay,VB,4,12,0.3333333333333333,669,0.001206244342912368,1524,0.4389763779527559,0.0005295127725776734,0.802
174,cheap,JJ,4,12,0.3333333333333333,459,0.0008276026209219385,558,0.8225806451612904,0.000680769897855143,0.101
175,hour.btw,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
176,handy,JJ,1,1,1.0,63,0.00011359251659712881,123,0.5121951219512195,5.8181532891212315e-05,0.905
177,top,NN,0,2,0.0,366,0.0006599184297547484,653,0.5604900459418071,0.0003698777110110841,0.085
178,company,NN,-4,8,-0.5,433,0.0007807231696278853,1201,0.3605328892589509,0.0002814763800573475,0.14
179,lot,NN,0,10,0.0,717,0.001292791022224466,1996,0.3592184368737475,0.0004643943702078868,0.056
180,claim,NNS,1,1,1.0,122,0.00021997280991824944,294,0.41496598639455784,9.128123404770896e-05,0.101
181,there,RB,-2,6,-0.3333333333333333,473,0.0008528454023879671,1230,0.3845528455284553,0.0003279641262841532,
182,word,NN,-2,4,-0.5,112,0.000201942251728229,824,0.13592233009708737,2.7448461399953457e-05,0.028
183,stick,VBP,0,2,0.0,262,0.0004724006245785357,488,0.5368852459016393,0.0002536249254909351,0.177
184,wrong,JJ,0,2,0.0,270,0.00048682507113055205,590,0.4576271186440678,0.00022278435458516788,-0.76
185,check,VB,-2,4,-0.5,265,0.00047780979203554185,841,0.3151010701545779,0.00015055837680073554,0.051
186,Maha,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
187,Energy,NNP,1,1,1.0,6,1.0818334914012268e-05,6,1.0,1.0818334914012268e-05,
188,website,NN,1,1,1.0,292,0.000526492299148597,816,0.35784313725490197,0.0001884016560678803,-0.05
189,Powerex,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
190,MH,NNP,1,1,1.0,3,5.409167457006134e-06,3,1.0,5.409167457006134e-06,
191,C204F,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
192,rapid,JJ,1,1,1.0,5,9.015279095010223e-06,16,0.3125,2.817274717190695e-06,0.064
193,option,NN,1,1,1.0,295,0.0005319014666056032,921,0.32030401737242126,0.00017037017660005748,0.163
194,slower,JJR,1,1,1.0,43,7.753140021708792e-05,140,0.30714285714285716,2.381321578096272e-05,0.107
195,better,JJR,4,4,1.0,1190,0.002145636424612433,2488,0.4782958199356913,0.0010262489329938887,0.928
196,recharger,NN,1,1,1.0,8,1.4424446552016357e-05,8,1.0,1.4424446552016357e-05,
197,own,VBN,-13,33,-0.3939393939393939,613,0.0011052732170482534,1460,0.41986301369863016,0.00046406334387025987,0.129
198,seem,VBZ,-1,17,-0.058823529411764705,843,0.0015199760554187236,1849,0.45592212006489996,0.0006929907056343884,
199,fine,JJ,2,2,1.0,807,0.00145506604593465,1381,0.5843591600289645,0.0008502811723890387,0.098
200,kodak,NNP,1,1,1.0,8,1.4424446552016357e-05,8,1.0,1.4424446552016357e-05,
201,year,NNS,3,17,0.17647058823529413,1485,0.0026775378912180362,4414,0.3364295423652016,0.000900802847407971,-0.74
202,latest,JJS,2,2,1.0,125,0.00022538197737525557,379,0.32981530343007914,7.433442525569114e-05,0.847
203,probly,RB,1,1,1.0,2,3.6061116380040892e-06,2,1.0,3.6061116380040892e-06,
204,cheapest,JJS,1,1,1.0,37,6.671306530307565e-05,50,0.74,4.936766832427598e-05,-0.72
205,sell,VBZ,2,2,1.0,297,0.0005355075782436072,608,0.48848684210526316,0.00026158840581965684,0.07
206,thedc3200.i,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
207,thing,NNS,-13,41,-0.3170731707317073,1378,0.0024846109185848175,2964,0.4649122807017544,0.0011551261288157485,
208,want,VBP,16,48,0.3333333333333333,1411,0.002544111760611885,3532,0.3994903737259343,0.0010163481580473866,
209,auction,NNS,1,1,1.0,4,7.2122232760081784e-06,17,0.23529411764705882,1.6969937120019243e-06,0.085
210,such,JJ,1,1,1.0,199,0.00035880810798140687,723,0.2752420470262794,9.875907813042873e-05,
211,ebay,NNP,1,1,1.0,26,4.687945129405316e-05,42,0.6190476190476191,2.9020612705842436e-05,
212,advertise,VBP,-1,3,-0.3333333333333333,155,0.00027947365194531693,289,0.5363321799307958,0.00014989071298105233,0.903
213,sale,NN,1,1,1.0,78,0.00014063835388215947,223,0.34977578475336324,4.919189059555354e-05,0.088
214,little,JJ,16,22,0.7272727272727273,1089,0.0019635277868932264,2034,0.5353982300884956,0.0010512693018322142,-0.84
215,job.i,NN,1,1,1.0,3,5.409167457006134e-06,4,0.75,4.0568755927546e-06,
216,accessory,NNS,1,1,1.0,91,0.00016407807952918606,102,0.8921568627450981,0.00014638338467799935,0.073
217,kind,NN,1,3,0.3333333333333333,229,0.0004128997825514682,503,0.4552683896620278,0.0001879802190940084,0.94
218,photoes.A,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
219,P.,NNP,1,1,1.0,1,1.8030558190020446e-06,3,0.3333333333333333,6.010186063340148e-07,
220,L.COOKEVILLE,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
221,TN,NNP,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
222,easily,RB,3,3,1.0,327,0.0005895992528136687,659,0.496206373292868,0.0002925629069348553,0.943
223,fit,VB,2,6,0.3333333333333333,610,0.0010998640495912472,729,0.8367626886145405,0.0009203251992464484,0.867
224,electric,JJ,1,1,1.0,49,8.834973513110019e-05,57,0.8596491228070176,7.594977230568262e-05,0.794
225,contend,VB,1,1,1.0,2,3.6061116380040892e-06,3,0.6666666666666666,2.4040744253360593e-06,-0.84
226,instead,RB,-1,3,-0.3333333333333333,333,0.0006004175877276809,785,0.42420382165605097,0.0002546994353035895,
227,collapsable,JJ,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
228,completely,RB,1,3,0.3333333333333333,313,0.00056435647134764,652,0.48006134969325154,0.00027092572934326887,0.857
229,hide,VBN,1,1,1.0,31,5.589473038906338e-05,93,0.3333333333333333,1.863157679635446e-05,-0.01
230,allow,VBG,2,2,1.0,371,0.0006689337088497585,1067,0.3477038425492034,0.0002325908209777511,0.964
231,place,VBN,0,2,0.0,354,0.0006382817599267239,704,0.5028409090909091,0.0003209541804176992,0.069
232,neatly,RB,1,1,1.0,6,1.0818334914012268e-05,10,0.6,6.491000948407361e-06,0.817
233,pocket.with,NN,1,1,1.0,1,1.8030558190020446e-06,1,1.0,1.8030558190020446e-06,
234,care,NN,1,1,1.0,152,0.00027406448448831077,343,0.44314868804664725,0.00012145131674117562,0.784
235,performance,NN,1,3,0.3333333333333333,195,0.0003515958847053987,410,0.47560975609756095,0.00016722243296964082,0.646
236,expectation,NNS,1,1,1.0,63,0.00011359251659712881,107,0.5887850467289719,6.6881575192702e-05,0.925
237,process,NN,1,1,1.0,157,0.000283079763583321,556,0.2823741007194245,7.993439367370756e-05,0.09
238,model,NNS,1,3,0.3333333333333333,543,0.0009790593097181103,648,0.8379629629629629,0.0008204154400878609,0.784
239,still,RB,2,6,0.3333333333333333,1138,0.0020518775220243267,2499,0.4553821528611445,0.0009343884033868283,-0.89
240,full,JJ,0,2,0.0,331,0.0005968114760896767,784,0.4221938775510204,0.0002519701512572487,0.208
241,kid,NNS,3,3,1.0,128,0.0002307911448322617,738,0.17344173441734417,4.0028816447871946e-05,0.094
242,walkie,NN,1,1,1.0,5,9.015279095010223e-06,5,1.0,9.015279095010223e-06,
243,talkie,NN,1,1,1.0,5,9.015279095010223e-06,5,1.0,9.015279095010223e-06,
244,shut,VBN,1,1,1.0,148,0.0002668522612123026,308,0.4805194805194805,0.00012822770993318436,-0.95
245,mode,NN,1,1,1.0,214,0.0003858539452664376,404,0.5297029702970297,0.0002043879809084595,0.901
246,complete,JJ,0,2,0.0,121,0.0002181697540992474,662,0.18277945619335348,3.987694901209809e-05,0.126
247,really,RB,6,52,0.11538461538461539,1226,0.002210546434096507,2891,0.42407471463161533,0.000937436848219411,0.778
248,especially,RB,1,1,1.0,239,0.0004309303407414887,586,0.40784982935153585,0.00017575486593381535,
249,forget,VBP,1,5,0.2,161,0.0002902919868593292,348,0.46264367816091956,0.0001343017525412414,-0.80
250,next,JJ,1,1,1.0,360,0.0006491000948407361,787,0.45743329097839897,0.0002969199925573888,-0.93
251,morning.i,NN,1,1,1.0,1,1.8030558190020446e-06,4,0.25,4.5076395475051115e-07,
